archive_rank,slug,title,award_date,awwwards_url,requested_url,visit_status,http_status,final_url,redirect_host_changed,mirror_status,mirror_has_html,mirror_file_count,mirror_bytes
1,dragonfly-redux,Dragonfly Redux,2026-07-22,https://www.awwwards.com/sites/dragonfly-redux,https://www.dragonfly.xyz/,live_html,200,https://www.dragonfly.xyz/,False,mirrored,True,25,2798700
2,lacoste-polo-factory,Lacoste — Polo Factory,2026-07-21,https://www.awwwards.com/sites/lacoste-polo-factory,https://members-play.lacoste.com/polo-factory-experience,live_html,200,https://members-play.lacoste.com/polo-factory-experience/,False,mirrored,True,40,5454739
3,lama-lama-2,Lama Lama,2026-07-20,https://www.awwwards.com/sites/lama-lama-2,https://lamalama.com/,live_html,200,https://lamalama.com/,False,mirrored,True,6,925602
4,glitch-grit,Glitch&Grit,2026-07-19,https://www.awwwards.com/sites/glitch-grit,https://glitchandgrit.com/,live_html,200,https://glitchandgrit.com/,False,mirrored,True,5,270220
5,izanami,IZANAMI,2026-07-18,https://www.awwwards.com/sites/izanami,https://izanami-official.com/,live_html,200,https://izanami-official.com/,False,mirrored,True,2,55210
6,hiroto-sato,Hiroto Sato,2026-07-17,https://www.awwwards.com/sites/hiroto-sato,https://www.hirotos.com,live_html,200,https://www.hirotos.com,False,mirrored,True,4,6975
7,coffeetech-r,CoffeeTech®,2026-07-16,https://www.awwwards.com/sites/coffeetech-r,https://coffee-tech.com/,live_html,200,https://www.coffee-tech.com/,False,mirrored,True,2,924
8,risk,RISK,2026-07-15,https://www.awwwards.com/sites/risk,https://www.risk.film,live_html,200,https://www.risk.film,False,mirrored,True,12,1395884
9,house-of-honey-1,House of Honey,2026-07-14,https://www.awwwards.com/sites/house-of-honey-1,https://www.houseofhoney.com/,live_html,200,https://www.houseofhoney.com/,False,mirrored,True,5,192893
10,pp-neue-montreal,PP Neue Montreal,2026-07-13,https://www.awwwards.com/sites/pp-neue-montreal,https://neuemontreal.com/,live_html,200,https://neuemontreal.com/,False,mirrored,True,7,3000108
11,longbow,Longbow,2026-07-12,https://www.awwwards.com/sites/longbow,https://db-longbow.webflow.io/,live_html,200,https://db-longbow.webflow.io/,False,mirrored,True,7,228518
12,vectr,Vectr,2026-07-11,https://www.awwwards.com/sites/vectr,https://vectrfl.com/,live_html,200,https://www.vectrfl.com/,False,mirrored,True,1,606
13,21-hrs-on-the-moon,21 Hrs On The Moon,2026-07-10,https://www.awwwards.com/sites/21-hrs-on-the-moon,https://www.21hrs.space/,live_html,200,https://www.21hrs.space/,False,mirrored,True,13,118471
14,brunello-cucinelli-ai-e-com,Brunello Cucinelli - AI E-com,2026-07-09,https://www.awwwards.com/sites/brunello-cucinelli-ai-e-com,https://shop.brunellocucinelli.com/en-gb/ai,access_blocked,403,https://shop.brunellocucinelli.com/en-gb/ai,False,no_html,False,1,245
15,julien-calot,Julien Calot,2026-07-08,https://www.awwwards.com/sites/julien-calot,https://www.juliencalot.com,live_html,200,https://www.juliencalot.com,False,mirrored,True,9,948451
16,depo-luxe,Depo Luxe,2026-07-07,https://www.awwwards.com/sites/depo-luxe,https://depoluxe.xyz/,live_html,200,https://depoluxe.xyz/,False,mirrored,True,5,201274
17,monolog,MONOLOG,2026-07-06,https://www.awwwards.com/sites/monolog,https://bymonolog.com/,live_html,200,https://bymonolog.com/,False,mirrored,True,5,527514
18,hilden-kaira,Hildén & Kaira,2026-07-05,https://www.awwwards.com/sites/hilden-kaira,https://www.hildenkaira.fi/,live_html,200,https://www.hildenkaira.fi/,False,mirrored,True,25,2302864
19,radian,Radian,2026-07-04,https://www.awwwards.com/sites/radian,https://www.rideradian.com/,live_html,200,https://www.rideradian.com/,False,mirrored,True,11,710334
20,bucks-sauce,Bucks Sauce,2026-07-03,https://www.awwwards.com/sites/bucks-sauce,https://buckssauce.com/,access_blocked,429,https://buckssauce.com/,False,no_html,False,0,0
21,units,Units,2026-07-02,https://www.awwwards.com/sites/units,https://units.gr/en/homepage/,timeout,,,False,no_html,False,0,0
22,wembi,Wembi,2026-07-01,https://www.awwwards.com/sites/wembi,https://www.wembi.ai/,live_html,200,https://www.wembi.ai/,False,mirrored,True,8,724425
23,nrg-build-your-data-center,NRG | Build Your Data Center,2026-06-30,https://www.awwwards.com/sites/nrg-build-your-data-center,https://business.nrg.com/campaigns/build-your-data-center/,live_html,200,https://business.nrg.com/campaigns/build-your-data-center/,False,mirrored,True,4,333405
24,meech213,Meech213,2026-06-29,https://www.awwwards.com/sites/meech213,https://www.meech213.com/,live_html,200,https://www.meech213.com/,False,mirrored,True,5,139607
25,ivress-spin-a-tale,IVRESS SPIN A TALE,2026-06-28,https://www.awwwards.com/sites/ivress-spin-a-tale,https://brand.ivress.co.jp/,live_html,200,https://brand.ivress.co.jp/,False,mirrored,True,6,107766
26,podium,Podium,2026-06-27,https://www.awwwards.com/sites/podium,https://podium.global/,live_html,200,https://podium.global/,False,mirrored,True,3,347897
27,ten-years-away,Ten Years Away,2026-06-26,https://www.awwwards.com/sites/ten-years-away,https://ten.375.studio/en,live_html,200,https://ten.375.studio/en,False,mirrored,True,3,149184
28,il-capo-production,IL CAPO PRODUCTION,2026-06-25,https://www.awwwards.com/sites/il-capo-production,https://www.ilcapoproduction.com/,access_blocked,403,https://www.ilcapoproduction.com/,False,no_html,False,0,0
29,wolverine-worldwide,Wolverine Worldwide,2026-06-24,https://www.awwwards.com/sites/wolverine-worldwide,https://www.wolverineworldwide.com/,live_html,200,https://wolverineworldwide.com/,False,mirrored,True,1,762
30,sui,Sui,2026-06-23,https://www.awwwards.com/sites/sui,https://www.sui.io/,live_html,200,https://www.sui.io/,False,mirrored,True,11,1314996
31,everswap,EverSwap,2026-06-22,https://www.awwwards.com/sites/everswap,https://everswap.com/,live_html,200,https://everswap.com/,False,mirrored,True,4,68432
32,digitalists-1,digitalists,2026-06-21,https://www.awwwards.com/sites/digitalists-1,https://digitalists.at/,live_html,200,https://digitalists.at/,False,mirrored,True,11,761639
33,rpa-comunicacion,RPA COMUNICACIÓN,2026-06-20,https://www.awwwards.com/sites/rpa-comunicacion,https://rpacomunicacion.com/,live_html,200,https://rpacomunicacion.com/,False,mirrored,True,21,640591
34,balmoral,Balmoral,2026-06-19,https://www.awwwards.com/sites/balmoral,https://www.balmoralrunning.com,live_html,200,https://www.balmoralrunning.com,False,mirrored,True,10,417692
35,indigo-laboratory,Indigo Laboratory,2026-06-18,https://www.awwwards.com/sites/indigo-laboratory,https://indigo-laboratory.it/,live_html,200,https://indigo-laboratory.it/,False,mirrored,True,17,1114455
36,gucci-mystery-unfolds,Gucci: Mystery Unfolds,2026-06-17,https://www.awwwards.com/sites/gucci-mystery-unfolds,https://lafamigliamysteryunfolds.gucci.com/,live_html,200,https://lafamigliamysteryunfolds.gucci.com/,False,no_html,False,1,328
37,fauna-robotics,Fauna Robotics,2026-06-16,https://www.awwwards.com/sites/fauna-robotics,https://faunarobotics.com,live_html,200,https://faunarobotics.com,False,mirrored,True,7,267462
38,elva,Elva,2026-06-15,https://www.awwwards.com/sites/elva,https://elva-labs.com/,live_html,200,https://elvalabs.ai/,True,mirrored,True,1,751
39,sakazuki,sakazuki,2026-06-14,https://www.awwwards.com/sites/sakazuki,https://sakazuki.io/,live_html,200,https://sakazuki.io/,False,mirrored,True,7,780356
40,crav-burgers,Crav Burgers,2026-06-13,https://www.awwwards.com/sites/crav-burgers,https://www.cravburgers.shop/,live_html,200,https://www.cravburgers.shop/,False,mirrored,True,7,189347
41,tresmares-capital,Tresmares Capital,2026-06-12,https://www.awwwards.com/sites/tresmares-capital,https://www.tresmarescapital.com/,live_html,200,https://www.tresmarescapital.com/,False,mirrored,True,13,8564145
42,serve-robotics,Serve Robotics,2026-06-11,https://www.awwwards.com/sites/serve-robotics,https://www.serverobotics.com/,live_html,200,https://www.serverobotics.com/,False,mirrored,True,27,1424323
43,hubtown,Hubtown,2026-06-10,https://www.awwwards.com/sites/hubtown,https://hubtown.co.in/,live_html,200,https://hubtown.co.in/,False,mirrored,True,16,3195538
44,pacome-pertant-portfolio,Pacôme Pertant Portfolio,2026-06-09,https://www.awwwards.com/sites/pacome-pertant-portfolio,https://pacomepertant.com/,live_html,200,https://pacomepertant.com/,False,mirrored,True,15,3539248
45,the-power-of-storytelling,The Power of Storytelling,2026-06-08,https://www.awwwards.com/sites/the-power-of-storytelling,https://storytelling.noomoagency.com,live_html,200,https://storytelling.noomoagency.com,False,mirrored,True,9,1730931
46,sohub,SOHub,2026-06-07,https://www.awwwards.com/sites/sohub,https://sohub.digital,live_html,200,https://sohub.digital,False,mirrored,True,6,390983
47,apechain,Apechain,2026-06-06,https://www.awwwards.com/sites/apechain,https://apechain.com/,live_html,200,https://apechain.com/,False,mirrored,True,19,1434786
48,son-daven,Son Daven,2026-06-05,https://www.awwwards.com/sites/son-daven,https://sondaven.com/en,live_html,200,https://sondaven.com/en,False,mirrored,True,9,921943
49,steven-com,Steven.com,2026-06-04,https://www.awwwards.com/sites/steven-com,https://steven.com,live_html,200,https://steven.com,False,mirrored,True,5,171572
50,truckn-roll-r,Truck’N Roll®,2026-06-03,https://www.awwwards.com/sites/truckn-roll-r,https://trucknroll.com/,live_html,200,https://trucknroll.com/,False,mirrored,True,15,241939
51,ref-digital,REF Digital,2026-06-02,https://www.awwwards.com/sites/ref-digital,https://ref.digital/,live_html,200,https://ref.digital/,False,mirrored,True,98,2804119
52,hashgraph-ventures,Hashgraph Ventures,2026-06-01,https://www.awwwards.com/sites/hashgraph-ventures,https://hashgraphvc.com/,live_html,200,https://hashgraphvc.com/,False,mirrored,True,25,2699899
53,vaulk,Vaulk,2026-05-31,https://www.awwwards.com/sites/vaulk,https://vaulk.com/,live_html,200,https://vaulk.com/fr-FR,False,mirrored,True,1,628
54,zettajoule,ZettaJoule,2026-05-30,https://www.awwwards.com/sites/zettajoule,https://zetta-joule.com/,live_html,200,https://zetta-joule.com/,False,mirrored,True,28,2739007
55,sowieso-wero,Sowieso Wero,2026-05-29,https://www.awwwards.com/sites/sowieso-wero,https://sowieso.wero-wallet.eu/nl-en/merchant,live_html,200,https://sowieso.wero-wallet.eu/nl-en/merchant,False,mirrored,True,13,4090651
56,cdiscount-jumping-max,Cdiscount - Jumping Max,2026-05-28,https://www.awwwards.com/sites/cdiscount-jumping-max,https://jumpingmax.cdiscount.com/,live_html,200,https://jumpingmax.cdiscount.com/,False,mirrored,True,1,28614
57,air-1,AIR,2026-05-27,https://www.awwwards.com/sites/air-1,https://aircenter.space/,live_html,200,https://aircenter.space/,False,mirrored,True,7,386820
58,razorpay-sprint-26,Razorpay Sprint 26,2026-05-26,https://www.awwwards.com/sites/razorpay-sprint-26,https://razorpay.com/sprint/26,live_html,200,https://razorpay.com/sprint/26,False,mirrored,True,5,299667
59,cartier-watches-wonders-2026,Cartier Watches & Wonders 2026,2026-05-25,https://www.awwwards.com/sites/cartier-watches-wonders-2026,https://www.cartier.com/en-fr/watchesandwonders,live_html,200,https://www.cartier.com/en-fr/watchesandwonders,False,mirrored,True,109,25460678
60,aimees-papercraft-world,Aimee's Papercraft World,2026-05-24,https://www.awwwards.com/sites/aimees-papercraft-world,https://aimees-papercraft-world.com/,live_html,200,https://aimees-papercraft-world.com/,False,mirrored,True,4,7760
61,cleo-ai,Cleo AI,2026-05-23,https://www.awwwards.com/sites/cleo-ai,https://web.meetcleo.com/,live_html,200,https://web.meetcleo.com/,False,mirrored,True,16,10866922
62,sidewave,Sidewave,2026-05-22,https://www.awwwards.com/sites/sidewave,https://sidewave.it/,live_html,200,https://sidewave.it/,False,mirrored,True,12,210446
63,la-revoltosa,La Revoltosa,2026-05-21,https://www.awwwards.com/sites/la-revoltosa,https://larevoltosa.es/,live_html,200,https://larevoltosa.es/,False,mirrored,True,26,627256
64,aino-agency,aino.agency,2026-05-20,https://www.awwwards.com/sites/aino-agency,https://aino.agency,live_html,200,https://aino.agency,False,mirrored,True,6,79174
65,thorgal,Thorgal,2026-05-19,https://www.awwwards.com/sites/thorgal,http://thorgal.com,live_html,200,https://www.thorgal.com/,False,mirrored,True,1,606
66,capitolium,Capitolium,2026-05-18,https://www.awwwards.com/sites/capitolium,https://www.collabcapitolium.fr,live_html,200,https://www.collabcapitolium.fr,False,mirrored,True,80,2243630
67,kvs-studio,KVS Studio,2026-05-17,https://www.awwwards.com/sites/kvs-studio,https://www.kvs.services/,live_html,200,https://www.kvs.services/,False,mirrored,True,3,49546
68,enerblock,Enerblock,2026-05-16,https://www.awwwards.com/sites/enerblock,https://enerblock.net/en/,live_html,200,https://enerblock.net/en/,False,mirrored,True,5,273861
69,juan-mora-1,Juan Mora,2026-05-15,https://www.awwwards.com/sites/juan-mora-1,https://juanmora.co/,live_html,200,https://juanmora.co/,False,mirrored,True,9,170569
70,fromanother-love,fromanother.love,2026-05-14,https://www.awwwards.com/sites/fromanother-love,https://www.fromanother.love/,live_html,200,https://www.fromanother.love/,False,mirrored,True,8,421413
71,floema,Floema,2026-05-13,https://www.awwwards.com/sites/floema,https://www.floema.com/en,live_html,200,https://www.floema.com/en,False,mirrored,True,60,2645068
72,happly,Happly,2026-05-12,https://www.awwwards.com/sites/happly,https://gethapply.com,live_html,200,https://gethapply.com,False,mirrored,True,18,2073626
73,outfit,Outfit,2026-05-11,https://www.awwwards.com/sites/outfit,https://outfit.hellohello.is/,live_html,200,https://outfit.hellohello.is/,False,mirrored,True,3,695018
74,xox,XOX,2026-05-10,https://www.awwwards.com/sites/xox,https://xox.makemepulse.com/,live_html,200,https://xox.makemepulse.com/,False,mirrored,True,5,51124
75,simonholm-studio,Simonholm.studio,2026-05-09,https://www.awwwards.com/sites/simonholm-studio,https://www.simonholm.studio,live_html,200,https://www.simonholm.studio,False,mirrored,True,7,291842
76,studio-namma,Studio Namma,2026-05-08,https://www.awwwards.com/sites/studio-namma,https://studionamma.com,live_html,200,https://studionamma.com,False,mirrored,True,11,725844
77,marvell-tile-stone,Marvell Tile & Stone,2026-05-07,https://www.awwwards.com/sites/marvell-tile-stone,https://www.marvellco.com.au/,live_html,200,https://www.marvellco.com.au/,False,mirrored,True,8,822104
78,astrodither,ASTRODITHER,2026-05-05,https://www.awwwards.com/sites/astrodither,https://astrodither.robertborghesi.is/,live_html,200,https://astrodither.robertborghesi.is/,False,mirrored,True,4,34146
79,obys-2,Obys,2026-05-04,https://www.awwwards.com/sites/obys-2,https://obys.agency/,live_html,200,https://obys.agency/,False,no_html,False,0,0
80,where-worlds-take-shape,Where Worlds Take Shape,2026-05-03,https://www.awwwards.com/sites/where-worlds-take-shape,https://paodao.fr/,live_html,200,https://paodao.fr/,False,mirrored,True,3,81931
81,fourmula-ai,Fourmula AI,2026-05-02,https://www.awwwards.com/sites/fourmula-ai,https://fourmula.ai,live_html,200,https://fourmula.ai,False,mirrored,True,5,312073
82,adcker,Adcker,2026-05-01,https://www.awwwards.com/sites/adcker,https://adcker.com/,live_html,200,https://adcker.com/,False,mirrored,True,6,129265
83,studio375-2,Studio375,2026-04-30,https://www.awwwards.com/sites/studio375-2,https://375.studio/en,live_html,200,https://375.studio/en,False,mirrored,True,11,628327
84,pieterkoopt-r,PieterKoopt®,2026-04-29,https://www.awwwards.com/sites/pieterkoopt-r,https://pieterkoopt.nl/,live_html,200,https://www.pieterkoopt.nl/,False,mirrored,True,2,920
85,silent-house,Silent House,2026-04-28,https://www.awwwards.com/sites/silent-house,https://silent-house.com/,live_html,200,https://silent-house.com/,False,mirrored,True,8,329627
86,detroit-paris,Detroit Paris,2026-04-27,https://www.awwwards.com/sites/detroit-paris,https://www.detroit.paris/,live_html,200,https://www.detroit.paris/,False,mirrored,True,9,141180
87,wild-week-athens,Wild Week - Athens,2026-04-26,https://www.awwwards.com/sites/wild-week-athens,https://week.wild.plus/athens-26,live_html,200,https://week.wild.plus/athens-26,False,mirrored,True,11,3021446
88,don-molinico,Don Molinico,2026-04-25,https://www.awwwards.com/sites/don-molinico,https://www.donmolinico.es/,live_html,200,https://www.donmolinico.es/,False,mirrored,True,7,770370
89,ashley-brooke,Ashley Brooke,2026-04-24,https://www.awwwards.com/sites/ashley-brooke,https://ashleybrookecs.com/,live_html,200,https://ashleybrookecs.com/,False,mirrored,True,28,1100408
90,off-menu,Off Menu,2026-04-23,https://www.awwwards.com/sites/off-menu,http://offmenu.design,timeout,,,False,mirrored,True,1,612
91,jasmine-gunarto,Jasmine Gunarto,2026-04-22,https://www.awwwards.com/sites/jasmine-gunarto,https://jasminegunarto.com/,live_html,200,https://jasminegunarto.com/,False,mirrored,True,10,604813
92,ruinart-digital-fresco,Ruinart - Digital fresco,2026-04-21,https://www.awwwards.com/sites/ruinart-digital-fresco,https://fresque.ruinart.com,live_html,200,https://fresque.ruinart.com,False,mirrored,True,4,65072
93,shader-development-studio,Shader Development Studio,2026-04-20,https://www.awwwards.com/sites/shader-development-studio,https://www.shader.se/,live_html,200,https://www.shader.se/,False,mirrored,True,4,90697
94,the-agency-of-love-logic,The Agency of Love & Logic,2026-04-19,https://www.awwwards.com/sites/the-agency-of-love-logic,https://loloagency.com/,live_html,200,https://loloagency.com/,False,mirrored,True,4,188419
95,evolve-2,Evolve,2026-04-18,https://www.awwwards.com/sites/evolve-2,https://madeinevolve.com/,live_html,200,https://madeinevolve.com/,False,mirrored,True,9,913123
96,studio-x,Studio X,2026-04-17,https://www.awwwards.com/sites/studio-x,https://www.thisisstudiox.com,live_html,200,https://www.thisisstudiox.com,False,mirrored,True,7,667141
97,max-mara-jacket-circle,Max Mara - Jacket Circle,2026-04-16,https://www.awwwards.com/sites/max-mara-jacket-circle,https://thejacketcirclegame.maxmara.com/,live_html,200,https://thejacketcirclegame.maxmara.com/,False,mirrored,True,5,54188
98,ravi-klaassens,Ravi Klaassens,2026-04-15,https://www.awwwards.com/sites/ravi-klaassens,https://www.raviklaassens.com/,live_html,200,https://www.raviklaassens.com/,False,mirrored,True,15,812122
99,the-obsidian-assembly,The Obsidian Assembly,2026-04-14,https://www.awwwards.com/sites/the-obsidian-assembly,https://obsidianassembly.com/,live_html,200,https://obsidianassembly.com/,False,mirrored,True,22,638106
100,oryzo-ai,Oryzo AI,2026-04-13,https://www.awwwards.com/sites/oryzo-ai,https://oryzo.ai,live_html,200,https://oryzo.ai,False,mirrored,True,4,142133
101,naughtyduk-c-1,NaughtyDuk©,2026-04-12,https://www.awwwards.com/sites/naughtyduk-c-1,https://naughtyduk.com,live_html,200,https://naughtyduk.com,False,mirrored,True,7,2139908
102,odd-ritual,Odd Ritual,2026-04-11,https://www.awwwards.com/sites/odd-ritual,https://oddritualgolf.com/,live_html,200,https://oddritualgolf.com/,False,mirrored,True,7,435335
103,mersi,MERSI,2026-04-10,https://www.awwwards.com/sites/mersi,https://www.mersi-architecture.com,live_html,200,https://www.mersi-architecture.com,False,mirrored,True,5,175862
104,icomat,ICOMAT,2026-04-09,https://www.awwwards.com/sites/icomat,https://www.icomat.co.uk/,live_html,200,https://www.icomat.co.uk/,False,mirrored,True,5,355272
105,nine-to-five,Nine To Five,2026-04-08,https://www.awwwards.com/sites/nine-to-five,https://www.9to5studio.it/,live_html,200,https://www.9to5studio.it/,False,mirrored,True,28,568131
106,maxima-therapy,Maxima Therapy,2026-04-07,https://www.awwwards.com/sites/maxima-therapy,https://maximatherapy.com/,live_html,200,https://maximatherapy.com/,False,mirrored,True,57,2623934
107,champions-for-good,Champions For Good,2026-04-06,https://www.awwwards.com/sites/champions-for-good,https://www.champions4good.club/,live_html,200,https://www.champions4good.club/,False,mirrored,True,13,433149
108,artem-shcherban-portfolio,Artem Shcherban Portfolio,2026-04-05,https://www.awwwards.com/sites/artem-shcherban-portfolio,https://artemshcherban.com,live_html,200,https://artemshcherban.com,False,mirrored,True,7,277698
109,som,SŌM,2026-04-04,https://www.awwwards.com/sites/som,https://www.drinksom.eu/,live_html,200,https://www.drinksom.eu/,False,mirrored,True,4,160927
110,artefakt,Artefakt,2026-04-03,https://www.awwwards.com/sites/artefakt,https://artefakt.mov/,live_html,200,https://artefakt.mov/,False,mirrored,True,7,1026805
111,iyo,iyO,2026-04-02,https://www.awwwards.com/sites/iyo,https://www.iyo.ai/,live_html,200,https://www.iyo.ai/,False,mirrored,True,29,1214554
112,vast,Vast,2026-04-01,https://www.awwwards.com/sites/vast,https://vastspace.com,live_html,200,https://www.vastspace.com/,False,mirrored,True,2,916
113,san-rita,San Rita,2026-03-31,https://www.awwwards.com/sites/san-rita,https://sanrita.ca/,live_html,200,https://sanrita.ca/en,False,mirrored,True,1,626
114,fluid-glass,Fluid Glass,2026-03-30,https://www.awwwards.com/sites/fluid-glass,https://fluid.glass/,live_html,200,https://fluid.glass/,False,mirrored,True,27,1665563
115,utopia-tokyo,Utopia Tokyo,2026-03-29,https://www.awwwards.com/sites/utopia-tokyo,https://www.utopiatokyo.com/,live_html,200,https://www.utopiatokyo.com/,False,mirrored,True,5,331467
116,sutera,SUTÉRA,2026-03-28,https://www.awwwards.com/sites/sutera,https://www.sutera.ch/,live_html,200,https://www.sutera.ch/,False,mirrored,True,16,2233692
117,the-lookback,The Lookback,2026-03-27,https://www.awwwards.com/sites/the-lookback,https://tlb.betteroff.studio/,live_html,200,https://tlb.betteroff.studio/,False,mirrored,True,17,1519543
118,gq-ap-the-extraordinary-lab,GQ & AP The Extraordinary Lab,2026-03-26,https://www.awwwards.com/sites/gq-ap-the-extraordinary-lab,https://www.gq.com/sponsored/story/the-extraordinary-lab,live_html,200,https://www.gq.com/sponsored/story/the-extraordinary-lab,False,mirrored,True,6,857281
119,corentin-bernadou-portfolio,Corentin Bernadou Portfolio,2026-03-25,https://www.awwwards.com/sites/corentin-bernadou-portfolio,https://corentinbernadou.com/,live_html,200,https://corentinbernadou.com/,False,mirrored,True,7,86453
120,unseen-studio-2025-wrapped,Unseen Studio 2025 Wrapped,2026-03-24,https://www.awwwards.com/sites/unseen-studio-2025-wrapped,https://2025.unseen.co/,live_html,200,https://2025.unseen.co/,False,mirrored,True,6,200310
121,shed,Shed,2026-03-23,https://www.awwwards.com/sites/shed,https://shed.design/,live_html,200,https://shed.design/,False,mirrored,True,30,1122485
122,fc-porto-memorial,FC Porto Memorial,2026-03-22,https://www.awwwards.com/sites/fc-porto-memorial,https://memorial.fcporto.pt/,live_html,200,https://memorial.fcporto.pt/,False,mirrored,True,3,96595
123,darknode,Darknode,2026-03-21,https://www.awwwards.com/sites/darknode,https://www.darknode.army/en,live_html,200,https://www.darknode.army/en,False,mirrored,True,9,243811
124,stuff-by-kris-temmerman,Stuff by Kris Temmerman,2026-03-20,https://www.awwwards.com/sites/stuff-by-kris-temmerman,https://neuroproductions.be,live_html,200,https://neuroproductions.be,False,mirrored,True,3,2060
125,aventura-dental-arts,Aventura Dental Arts,2026-03-19,https://www.awwwards.com/sites/aventura-dental-arts,https://aventuradentalarts.com/,live_html,200,https://aventuradentalarts.com/,False,mirrored,True,22,1329420
126,good-fella,Good Fella,2026-03-18,https://www.awwwards.com/sites/good-fella,https://good-fella.com,live_html,200,https://good-fella.com,False,mirrored,True,8,158205
127,aupale-vodka,Aupale Vodka,2026-03-17,https://www.awwwards.com/sites/aupale-vodka,https://www.aupalevodka.com/en/,live_html,200,https://www.aupalevodka.com/en/,False,mirrored,True,14,1017442
128,joby,Joby,2026-03-16,https://www.awwwards.com/sites/joby,https://www.jobyaviation.com/,live_html,200,https://www.jobyaviation.com/,False,mirrored,True,1,167206
129,foudre-human-social-club,"Foudre, Human Social Club",2026-03-15,https://www.awwwards.com/sites/foudre-human-social-club,https://www.agencefoudre.com/,live_html,200,https://www.agencefoudre.com/,False,mirrored,True,4,229769
130,planetono,Planetoño,2026-03-14,https://www.awwwards.com/sites/planetono,https://www.planetono.space,live_html,200,https://www.planetono.space,False,mirrored,True,21,2129349
131,momoney,MoMoney,2026-03-13,https://www.awwwards.com/sites/momoney,https://www.museumofmoney.com,live_html,200,https://museumofmoney.com/,False,mirrored,True,1,626
132,adam-bricker,Adam Bricker,2026-03-12,https://www.awwwards.com/sites/adam-bricker,https://www.adambricker.com/,live_html,200,https://www.adambricker.com/,False,mirrored,True,6,177909
133,mr-pandas-paper-portfolio,Mr. Pandas Paper Portfolio,2026-03-11,https://www.awwwards.com/sites/mr-pandas-paper-portfolio,https://www.mr-pandas-psychologically-safe-portfolio.com/,live_html,200,https://www.mr-pandas-psychologically-safe-portfolio.com/,False,mirrored,True,4,7552
134,outsource-consultants-inc,"Outsource Consultants, Inc",2026-03-10,https://www.awwwards.com/sites/outsource-consultants-inc,https://oci.madebybuzzworthy.com/,live_html,200,https://oci.madebybuzzworthy.com/,False,mirrored,True,2,127255
135,on-energy,ON Energy,2026-03-09,https://www.awwwards.com/sites/on-energy,https://www.on.energy/,live_html,200,https://www.on.energy/,False,mirrored,True,32,2136396
136,springs,Springs,2026-03-08,https://www.awwwards.com/sites/springs,https://springs.estate/,live_html,200,https://springs.estate/,False,mirrored,True,7,1048264
137,waabi,Waabi,2026-03-07,https://www.awwwards.com/sites/waabi,https://waabi.ai,live_html,200,https://waabi.ai,False,mirrored,True,2,568971
138,griflan-2,Griflan,2026-03-06,https://www.awwwards.com/sites/griflan-2,https://griflan.com/,live_html,200,https://griflan.com/,False,mirrored,True,39,1620170
139,adovasio,Adovasio,2026-03-05,https://www.awwwards.com/sites/adovasio,https://adovasio.it/,live_html,200,https://www.adovasio.it/,False,mirrored,True,1,606
140,gavin-schneider-productions,Gavin Schneider Productions,2026-03-04,https://www.awwwards.com/sites/gavin-schneider-productions,https://www.gsproductions.co.za/,live_html,200,https://www.gsproductions.co.za/,False,mirrored,True,6,279254
141,jason-bergh,Jason Bergh,2026-03-03,https://www.awwwards.com/sites/jason-bergh,https://www.jasonbergh.com,live_html,200,https://www.jasonbergh.com,False,mirrored,True,6,1120496
142,shift-5,Shift 5,2026-03-02,https://www.awwwards.com/sites/shift-5,https://shift5.io,live_html,200,https://shift5.io,False,mirrored,True,12,548753
143,ava-srg,AVA SRG,2026-03-01,https://www.awwwards.com/sites/ava-srg,https://srg.ava-digital.site/en,live_html,200,https://srg.ava-digital.site/en,False,mirrored,True,31,835675
144,neon-rated,Neon Rated,2026-02-28,https://www.awwwards.com/sites/neon-rated,https://neonrated.com,live_html,200,https://www.neonrated.com/,False,mirrored,True,1,610
145,cathy-dolle-portfolio-1,Cathy DOLLE Portfolio,2026-02-27,https://www.awwwards.com/sites/cathy-dolle-portfolio-1,https://www.cathydolle.com/,live_html,200,https://www.cathydolle.com/,False,mirrored,True,3,65894
146,1820-productions,1820 Productions,2026-02-26,https://www.awwwards.com/sites/1820-productions,https://www.1820productions.com,live_html,200,https://www.1820productions.com,False,mirrored,True,17,1470891
147,studio-dado,Studio Dado,2026-02-25,https://www.awwwards.com/sites/studio-dado,https://www.studiodado.com,live_html,200,https://www.studiodado.com,False,mirrored,True,8,164380
148,dulcedo,Dulcedo,2026-02-24,https://www.awwwards.com/sites/dulcedo,https://dulcedo.com/,live_html,200,https://dulcedo.com/,False,mirrored,True,22,1132168
149,oceanx-2025,OceanX 2025,2026-02-23,https://www.awwwards.com/sites/oceanx-2025,https://2025.oceanx.org/,live_html,200,https://2025.oceanx.org/,False,mirrored,True,20,2459895
150,d2c-life-science,D2C Life Science,2026-02-22,https://www.awwwards.com/sites/d2c-life-science,https://www.d2c-lifescience.com/,live_html,200,https://www.d2c-lifescience.com/,False,mirrored,True,4,182971
151,voku-studiotm,Voku.Studio™,2026-02-21,https://www.awwwards.com/sites/voku-studiotm,https://voku.studio/,live_html,200,https://voku.studio/,False,mirrored,True,7,1371595
152,vibrant-wellness,Vibrant Wellness,2026-02-20,https://www.awwwards.com/sites/vibrant-wellness,https://vibrant.noomoagency.com/,live_html,200,https://vibrant.noomoagency.com/,False,mirrored,True,9,1542459
